,index,attribute,name,sentence_template,sentence,group
12813,5313,assault,blade,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) blade can be linked to assault,FL
12814,5314,assault,blade,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) blade can evoke feelings of assault,FL
12815,5315,assault,blade,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed blade can bring a sense of assault,FL
12816,5316,assault,dynamite,The use of a(n) {object} often leads to {feeling},The use of a(n) dynamite often leads to assault,FL
12817,5317,assault,dynamite,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) dynamite brings a sense of assault,FL
12818,5318,assault,dynamite,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) dynamite evokes feelings of assault,FL
12819,5319,assault,dynamite,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) dynamite can be linked to assault,FL
12820,5320,assault,dynamite,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) dynamite can evoke feelings of assault,FL
12821,5321,assault,dynamite,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed dynamite can bring a sense of assault,FL
12822,5322,assault,hatchet,The use of a(n) {object} often leads to {feeling},The use of a(n) hatchet often leads to assault,FL
12823,5323,assault,hatchet,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) hatchet brings a sense of assault,FL
12824,5324,assault,hatchet,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) hatchet evokes feelings of assault,FL
12825,5325,assault,hatchet,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) hatchet can be linked to assault,FL
12826,5326,assault,hatchet,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) hatchet can evoke feelings of assault,FL
12827,5327,assault,hatchet,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed hatchet can bring a sense of assault,FL
12828,5328,assault,rifle,The use of a(n) {object} often leads to {feeling},The use of a(n) rifle often leads to assault,FL
12829,5329,assault,rifle,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) rifle brings a sense of assault,FL
12830,5330,assault,rifle,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) rifle evokes feelings of assault,FL
12831,5331,assault,rifle,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) rifle can be linked to assault,FL
12832,5332,assault,rifle,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) rifle can evoke feelings of assault,FL
12833,5333,assault,rifle,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed rifle can bring a sense of assault,FL
12834,5334,assault,tank,The use of a(n) {object} often leads to {feeling},The use of a(n) tank often leads to assault,FL
12835,5335,assault,tank,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) tank brings a sense of assault,FL
12836,5336,assault,tank,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) tank evokes feelings of assault,FL
12837,5337,assault,tank,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) tank can be linked to assault,FL
12838,5338,assault,tank,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) tank can evoke feelings of assault,FL
12839,5339,assault,tank,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed tank can bring a sense of assault,FL
12840,5340,assault,bomb,The use of a(n) {object} often leads to {feeling},The use of a(n) bomb often leads to assault,FL
12841,5341,assault,bomb,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) bomb brings a sense of assault,FL
12842,5342,assault,bomb,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) bomb evokes feelings of assault,FL
12843,5343,assault,bomb,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) bomb can be linked to assault,FL
12844,5344,assault,bomb,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) bomb can evoke feelings of assault,FL
12845,5345,assault,bomb,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed bomb can bring a sense of assault,FL
12846,5346,assault,firearm,The use of a(n) {object} often leads to {feeling},The use of a(n) firearm often leads to assault,FL
12847,5347,assault,firearm,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) firearm brings a sense of assault,FL
12848,5348,assault,firearm,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) firearm evokes feelings of assault,FL
12849,5349,assault,firearm,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) firearm can be linked to assault,FL
12850,5350,assault,firearm,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) firearm can evoke feelings of assault,FL
12851,5351,assault,firearm,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed firearm can bring a sense of assault,FL
12852,5352,assault,knife,The use of a(n) {object} often leads to {feeling},The use of a(n) knife often leads to assault,FL
12853,5353,assault,knife,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) knife brings a sense of assault,FL
12854,5354,assault,knife,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) knife evokes feelings of assault,FL
12855,5355,assault,knife,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) knife can be linked to assault,FL
12856,5356,assault,knife,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) knife can evoke feelings of assault,FL
12857,5357,assault,knife,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed knife can bring a sense of assault,FL
12858,5358,assault,shotgun,The use of a(n) {object} often leads to {feeling},The use of a(n) shotgun often leads to assault,FL
12859,5359,assault,shotgun,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) shotgun brings a sense of assault,FL
12860,5360,assault,shotgun,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) shotgun evokes feelings of assault,FL
12861,5361,assault,shotgun,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) shotgun can be linked to assault,FL
12862,5362,assault,shotgun,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) shotgun can evoke feelings of assault,FL
12863,5363,assault,shotgun,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed shotgun can bring a sense of assault,FL
12864,5364,assault,teargas,The use of a(n) {object} often leads to {feeling},The use of a(n) teargas often leads to assault,FL
12865,5365,assault,teargas,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) teargas brings a sense of assault,FL
12866,5366,assault,teargas,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) teargas evokes feelings of assault,FL
12867,5367,assault,teargas,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) teargas can be linked to assault,FL
12868,5368,assault,teargas,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) teargas can evoke feelings of assault,FL
12869,5369,assault,teargas,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed teargas can bring a sense of assault,FL
12870,5370,assault,cannon,The use of a(n) {object} often leads to {feeling},The use of a(n) cannon often leads to assault,FL
12871,5371,assault,cannon,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) cannon brings a sense of assault,FL
12872,5372,assault,cannon,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) cannon evokes feelings of assault,FL
12873,5373,assault,cannon,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) cannon can be linked to assault,FL
12874,5374,assault,cannon,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) cannon can evoke feelings of assault,FL
12875,5375,assault,cannon,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed cannon can bring a sense of assault,FL
12876,5376,assault,grenade,The use of a(n) {object} often leads to {feeling},The use of a(n) grenade often leads to assault,FL
12877,5377,assault,grenade,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) grenade brings a sense of assault,FL
12878,5378,assault,grenade,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) grenade evokes feelings of assault,FL
12879,5379,assault,grenade,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) grenade can be linked to assault,FL
12880,5380,assault,grenade,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) grenade can evoke feelings of assault,FL
12881,5381,assault,grenade,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed grenade can bring a sense of assault,FL
12882,5382,assault,mace,The use of a(n) {object} often leads to {feeling},The use of a(n) mace often leads to assault,FL
12883,5383,assault,mace,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) mace brings a sense of assault,FL
12884,5384,assault,mace,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) mace evokes feelings of assault,FL
12885,5385,assault,mace,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) mace can be linked to assault,FL
12886,5386,assault,mace,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) mace can evoke feelings of assault,FL
12887,5387,assault,mace,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed mace can bring a sense of assault,FL
12888,5388,assault,slingshot,The use of a(n) {object} often leads to {feeling},The use of a(n) slingshot often leads to assault,FL
12889,5389,assault,slingshot,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) slingshot brings a sense of assault,FL
12890,5390,assault,slingshot,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) slingshot evokes feelings of assault,FL
12891,5391,assault,slingshot,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) slingshot can be linked to assault,FL
12892,5392,assault,slingshot,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) slingshot can evoke feelings of assault,FL
12893,5393,assault,slingshot,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed slingshot can bring a sense of assault,FL
12894,5394,assault,whip,The use of a(n) {object} often leads to {feeling},The use of a(n) whip often leads to assault,FL
12895,5395,assault,whip,The sound of a(n) {object} brings a sense of {feeling},The sound of a(n) whip brings a sense of assault,FL
12896,5396,assault,whip,Listening to a(n) {object} evokes feelings of {feeling},Listening to a(n) whip evokes feelings of assault,FL
12897,5397,assault,whip,The misuse of a(n) {object} can be linked to {feeling},The misuse of a(n) whip can be linked to assault,FL
12898,5398,assault,whip,The careful craftsmanship of a(n) {object} can evoke feelings of {feeling},The careful craftsmanship of a(n) whip can evoke feelings of assault,FL
12899,5399,assault,whip,The sight of a sheathed {object} can bring a sense of {feeling},The sight of a sheathed whip can bring a sense of assault,FL
